circuit_fn,optimizer,num_layers,score_davies,score_calinski,score_silhouette,cost,weights,bias,qnode,composite_score
circuit_type1,SPSAOptimizer,2,1.1316912836231494,71.26264602062048,0.3513187547789427,0.42251412560342694,"[[[1.3648219259619088, 0.12880172837328627, -2.4166386653817766], [0.02400894894333381, -1.2400936687065678, -1.4146245205144867]], [[-1.8688858972506344, 3.105314042124799, 2.0481509751019273], [1.4682374580174582, -2.456614244314725, -0.20861857332533099]]]",0.08398600665605152,"<QNode: wires=2, device='lightning.gpu', interface='autograd', diff_method='best'>",0.9455819313473004
circuit_type1,NesterovMomentumOptimizer,2,1.37011760889268,34.128149141948334,0.21952019594315803,0.4686150111455948,"[[[-1.0015665297171288, -1.0148332535829199, -2.6704361420093456], [0.9530288792434334, 1.1369913101892504, -2.703900138863756]], [[-2.7912381080641886, 1.793221383163754, 2.5897363480593736], [-0.03572460807109401, 2.2696154962286705, 1.8198219826077722]]]",0.0,"<QNode: wires=2, device='lightning.gpu', interface='autograd', diff_method='best'>",0.6445494517281185
circuit_type1,GradientDescentOptimizer,2,1.137171839472917,62.08157419036845,0.3279036499935663,0.44396116586780143,"[[[-0.6217492600266521, -1.1713054014449982, 2.0525073178946256], [2.672988172327708, 1.5726281510638618, 2.0580558557113617]], [[-2.4935066253729845, 2.5886711856914584, 0.17979263550969993], [1.6152100351736038, 1.8845832583604603, 2.9340816402388477]]]",0.0,"<QNode: wires=2, device='lightning.gpu', interface='autograd', diff_method='best'>",0.8708112671071508
circuit_type1,AdamOptimizer,2,1.8455615460343777,27.175576944113914,0.20576643791234075,0.5350850154520501,"[[[-0.8856853540184528, 2.443377658706061, -1.9789039721149775], [0.7378402237385182, -1.2195908490472673, 0.7463426904027637]], [[1.8051906457466362, -2.750690581218828, 0.13399185014930648], [-2.0603207169404705, -0.4140747551359829, -0.9375448286365962]]]",0.0,"<QNode: wires=2, device='lightning.gpu', interface='autograd', diff_method='best'>",0.5092760692447035
circuit_type1,SPSAOptimizer,4,1.2248696402212054,62.68189257094291,0.3365647296249056,0.43385308181573123,"[[[-0.5381101699826183, -2.438017638990577, 2.999793235478207], [-0.17781185194700116, 0.5487389320950853, 2.4076452565707305]], [[-1.8313674385768985, 1.248355637794176, -2.67117439404449], [1.6119717323323768, 1.7411784289315626, -2.6996600605268974]], [[-1.4250070394491163, 1.759614218494569, 1.4694492350357653], [-2.2976058084746764, -1.108344491262281, 0.256122592439413]], [[1.7224691058898876, -2.07665230861645, -0.18560633247560154], [0.25064726330460996, -0.9293940642317264, -1.0416881061971102]]]",0.018172635118107232,"<QNode: wires=2, device='lightning.gpu', interface='autograd', diff_method='best'>",0.8896850166537797
circuit_type1,NesterovMomentumOptimizer,4,1.6685147767992574,30.822801181013304,0.21861598707679766,0.5244994778994407,"[[[2.8244919058795084, 1.7940827579767138, -0.5489710335075624], [3.0138738081474905, -2.8774375926220976, -1.114249949912915]], [[0.30792075451330403, 1.8240357479387548, -0.7273576389229564], [-2.2599571275066723, 2.828561795740568, 1.0239965420534611]], [[1.024417725188683, -0.6192477726367094, -1.1949391848080795], [-2.4766880989621978, -2.5852643864567084, -0.28259329352921103]], [[2.5799649287107655, 2.1275364344219536, 2.4579643017987447], [-1.4269000562154046, -1.1729714750362503, 1.05561481017505]]]",0.0,"<QNode: wires=2, device='lightning.gpu', interface='autograd', diff_method='best'>",0.5531351981853472
circuit_type1,GradientDescentOptimizer,4,1.1453582266021929,60.626655862390926,0.33122082544815196,0.4624997008473368,"[[[1.395927472277612, 0.028424000916065673, -1.3869690221116828], [1.7105962007695723, -0.2928046542059106, -2.7138695227048295]], [[-2.56385947591346, 0.3828713009139957, -3.0262374766471085], [-1.1648244509915384, -1.0211948348513813, 0.525115720467221]], [[0.4969706771429432, -1.9058993873797592, -2.546689439014236], [-2.4856125825184208, 2.7467071455484637, 0.9642643712159202]], [[-0.09007829314218485, 0.07659530325092634, -1.500700809399936], [-1.4186605021112997, -1.6556475072364805, -0.3415648936660731]]]",0.0,"<QNode: wires=2, device='lightning.gpu', interface='autograd', diff_method='best'>",0.8474212810772124
circuit_type1,AdamOptimizer,4,1.190831102953196,40.372319178010166,0.23541536352595246,0.4571420077639947,"[[[-2.9758340243459287, 1.2236271550322533, 0.049257892767380795], [-0.17264303343674348, 1.0159555658961752, 1.208324362084312]], [[0.8714412500637989, -2.880753126639883, -2.9793183234461544], [-1.637585222262583, 2.369548837224203, -1.3765038408855028]], [[1.4999711909928743, 1.6326977354564356, -2.745345701679553], [1.0474347411895923, -2.7070910727400057, 2.80209109452953]], [[-0.382299323040308, 0.2743032161602845, 2.2410412585704425], [1.4187838378891042, -0.7401834517387837, -2.0596851071108846]]]",0.0,"<QNode: wires=2, device='lightning.gpu', interface='autograd', diff_method='best'>",0.6995701977012647
circuit_type2,SPSAOptimizer,2,1.340365649831196,52.380501531252584,0.30925042109379614,0.43628433782213527,"[[[-1.0284240312390525, 1.6053687170633992, 0.950945883494868], [-1.9654057238897173, -0.015052165263145558, -0.022180636025853556], [2.0191624485587742, 2.869749809698579, -2.16295109562211], [-1.8765531930248456, 0.5784417160918226, -2.4834058759918145]], [[-2.383901018572306, -0.43400063182595733, -1.2902657753990303], [-1.523434439141022, -1.0181484007955044, -1.3600312250627848], [0.649145076537834, 1.484970409753719, -1.5359891890617734], [-1.4986225392816344, -2.6548402447076285, -1.1689673475711362]]]",0.013610215122386728,"<QNode: wires=2, device='lightning.gpu', interface='autograd', diff_method='best'>",0.8261295810386915
circuit_type2,NesterovMomentumOptimizer,2,1.7211806128200846,32.365228641661524,0.25089399287169367,0.5094409995787651,"[[[-0.8151392182488113, 2.183139103714968, -2.5337847016793322], [-2.0646725763980966, -2.6575258912615043, -1.8272394378327632], [2.204855572410226, -0.7110505180782458, 2.219385541068579], [-2.5295632433467645, 1.5657441929606728, -1.5501779708961114]], [[1.377431426126333, -2.970268441912401, 3.12952727418935], [-2.3235580579028308, -3.07353969505887, -2.0118021855631074], [-1.4777160851129925, -0.2551058450353434, -0.9569079494914656], [-1.1447246519475058, 1.0721136383976164, 2.8151069086553724]]]",0.0,"<QNode: wires=2, device='lightning.gpu', interface='autograd', diff_method='best'>",0.606544228949757
